KODJAZ,AKRCIS,KODCIS,CHODNOTA,ZKRTEXT,TEXT,ADMPLOD,ADMNEPO,MIN_TUPY,MAX_TUPY,MIN_OSTRY,MAX_OSTRY,EXPORT_DWH
CS,INTERVAL,7700,200002000001000,(-2; -1>,-2 až -1 (více než -2 a méně nebo rovno -1),1900-01-01,9999-09-09,-2,NA,NA,-1,NA
CS,INTERVAL,7700,200003000002000,(-3; -2>,-3 až -2 (více než -3 a méně nebo rovno -2),1900-01-01,9999-09-09,-3,NA,NA,-2,NA
CS,INTERVAL,7700,200005000003000,(-5; -3>,-5 až -3 (více než -5 a méně nebo rovno -3),1900-01-01,9999-09-09,-5,NA,NA,-3,NA
CS,INTERVAL,7700,200007000005000,(-7; -5>,-7 až -5 (více než -7 a méně nebo rovno -5),1900-01-01,9999-09-09,-7,NA,NA,-5,NA
CS,INTERVAL,7700,210010000007000,(-10; -7>,-10 až -7 (více než -10 a méně nebo rovno -7),1900-01-01,9999-09-09,-10,NA,NA,-7,NA
CS,INTERVAL,7700,220100010010000,(-100; -10>,-100 až -10 (více než -100 a méně nebo rovno -10),1900-01-01,9999-09-09,-100,NA,NA,-10,NA
CS,INTERVAL,7700,220101010010000,(-101; -10>,-101 až -10 (více než -101 a méně nebo rovno -10),1900-01-01,9999-09-09,-101,NA,NA,-10,NA
CS,INTERVAL,7700,261000600000000,(-1 000 000; 0),-1 000 000 až 0 (více než -1 000 000 a méně než 0),1900-01-01,9999-09-09,-1000000,0,NA,NA,NA
CS,INTERVAL,7700,263000061000000,(-3 000 000; -1 000 000>,-3 000 000 až -1 000 000 (více než -3 000 000 a méně nebo rovno -1 000 000),1900-01-01,9999-09-09,-3000000,NA,NA,-1000000,NA
CS,INTERVAL,7700,271000063000000,(-10 000 000; -3 000 000>,-10 000 000 až -3 000 000 (více než -10 000 000 a méně nebo rovno -3 000 000),1900-01-01,9999-09-09,-10000000,NA,NA,-3000000,NA
CS,INTERVAL,7700,399999400001000,(-N; 1>,Do 1 (méně nebo rovno 1),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,1,NA
CS,INTERVAL,7700,399999400002000,(-N; 2>,Do 2 (méně nebo rovno 2),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,2,NA
CS,INTERVAL,7700,399999400003000,(-N; 3>,Do 3 (méně nebo rovno 3),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,3,NA
CS,INTERVAL,7700,399999400004000,(-N; 4>,Do 4 (méně nebo rovno 4),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,4,NA
CS,INTERVAL,7700,399999400006000,(-N; 6>,Do 6 (méně nebo rovno 6),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,6,NA
CS,INTERVAL,7700,399999410012000,(-N; 12>,Do 12 (méně nebo rovno 12),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,12,NA
CS,INTERVAL,7700,399999410020000,(-N; 20>,Do 20 (méně nebo rovno 20),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,20,NA
CS,INTERVAL,7700,399999410024000,(-N; 24>,Do 24 (méně nebo rovno 24),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,24,NA
CS,INTERVAL,7700,399999410030000,(-N; 30>,Do 30 (méně nebo rovno 30),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,30,NA
CS,INTERVAL,7700,399999410035000,(-N; 35>,Do 35 (méně nebo rovno 35),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,35,NA
CS,INTERVAL,7700,399999410050000,(-N; 50>,Do 50 (méně nebo rovno 50),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,50,NA
CS,INTERVAL,7700,399999410060000,(-N; 60>,Do 60 (méně nebo rovno 60),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,60,NA
CS,INTERVAL,7700,399999410096000,(-N; 96>,Do 96 (méně nebo rovno 96),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,96,NA
CS,INTERVAL,7700,399999420250000,(-N; 250>,Do 250 (méně nebo rovno 250),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,250,NA
CS,INTERVAL,7700,399999431909000,(-N; 1 909>,Do 1 909 (méně nebo rovno 1 909),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,1909,NA
CS,INTERVAL,7700,399999431919000,(-N; 1 919>,Do 1 919 (méně nebo rovno 1 919),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,1919,NA
CS,INTERVAL,7700,399999431959000,(-N; 1 959>,Do 1 959 (méně nebo rovno 1 959),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,1959,NA
CS,INTERVAL,7700,399999431960000,(-N; 1 960>,Do 1 960 (méně nebo rovno 1 960),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,1960,NA
CS,INTERVAL,7700,399999431969000,(-N; 1 969>,Do 1 969 (méně nebo rovno 1 969),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,1969,NA
CS,INTERVAL,7700,399999432006000,(-N; 2 006>,Do 2 006 (méně nebo rovno 2 006),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,2006,NA
CS,INTERVAL,7700,399999436000000,(-N; 6 000>,Do 6 000 (méně nebo rovno 6 000),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,6000,NA
CS,INTERVAL,7700,399999441000000,(-N; 10 000>,Do 10 000 (méně nebo rovno 10 000),1900-01-01,9999-09-09,-99999999999999999999,NA,NA,10000,NA
CS,INTERVAL,7700,399999600000105,"(-N; 0,5)","Do 0,5 (méně než 0,5)",1900-01-01,9999-09-09,-99999999999999999999,.5,NA,NA,NA
CS,INTERVAL,7700,399999600001000,(-N; 1),Do 1 (méně než 1),1900-01-01,9999-09-09,-99999999999999999999,1,NA,NA,NA
CS,INTERVAL,7700,399999600002000,(-N; 2),Do 2 (méně než 2),1900-01-01,9999-09-09,-99999999999999999999,2,NA,NA,NA
CS,INTERVAL,7700,399999600003000,(-N; 3),Do 3 (méně než 3),1900-01-01,9999-09-09,-99999999999999999999,3,NA,NA,NA
CS,INTERVAL,7700,399999600004000,(-N; 4),Do 4 (méně než 4),1900-01-01,9999-09-09,-99999999999999999999,4,NA,NA,NA
CS,INTERVAL,7700,399999600005000,(-N; 5),Do 5 (méně než 5),1900-01-01,9999-09-09,-99999999999999999999,5,NA,NA,NA
CS,INTERVAL,7700,399999600006000,(-N; 6),Do 6 (méně než 6),1900-01-01,9999-09-09,-99999999999999999999,6,NA,NA,NA
CS,INTERVAL,7700,399999600008000,(-N; 8),Do 8 (méně než 8),1900-01-01,9999-09-09,-99999999999999999999,8,NA,NA,NA
CS,INTERVAL,7700,399999610010000,(-N; 10),Do 10 (méně než 10),1900-01-01,9999-09-09,-99999999999999999999,10,NA,NA,NA
CS,INTERVAL,7700,399999610012000,(-N; 12),Do 12 (méně než 12),1900-01-01,9999-09-09,-99999999999999999999,12,NA,NA,NA
CS,INTERVAL,7700,399999610015000,(-N; 15),Do 15 (méně než 15),1900-01-01,9999-09-09,-99999999999999999999,15,NA,NA,NA
CS,INTERVAL,7700,399999610018000,(-N; 18),Do 18 (méně než 18),1900-01-01,9999-09-09,-99999999999999999999,18,NA,NA,NA
CS,INTERVAL,7700,399999610020000,(-N; 20),Do 20 (méně než 20),1900-01-01,9999-09-09,-99999999999999999999,20,NA,NA,NA
CS,INTERVAL,7700,399999610024000,(-N; 24),Do 24 (méně než 24),1900-01-01,9999-09-09,-99999999999999999999,24,NA,NA,NA
CS,INTERVAL,7700,399999610025000,(-N; 25),Do 25 (méně než 25),1900-01-01,9999-09-09,-99999999999999999999,25,NA,NA,NA
CS,INTERVAL,7700,399999610028000,(-N; 28),Do 28 (méně než 28),1900-01-01,9999-09-09,-99999999999999999999,28,NA,NA,NA
CS,INTERVAL,7700,399999610030000,(-N; 30),Do 30 (méně než 30),1900-01-01,9999-09-09,-99999999999999999999,30,NA,NA,NA
CS,INTERVAL,7700,399999610035000,(-N; 35),Do 35 (méně než 35),1900-01-01,9999-09-09,-99999999999999999999,35,NA,NA,NA
CS,INTERVAL,7700,399999610037000,(-N; 37),Do 37 (méně než 37),1900-01-01,9999-09-09,-99999999999999999999,37,NA,NA,NA
CS,INTERVAL,7700,399999610040000,(-N; 40),Do 40 (méně než 40),1900-01-01,9999-09-09,-99999999999999999999,40,NA,NA,NA
CS,INTERVAL,7700,399999610050000,(-N; 50),Do 50 (méně než 50),1900-01-01,9999-09-09,-99999999999999999999,50,NA,NA,NA
CS,INTERVAL,7700,399999610057000,(-N; 57),Do 57 (méně než 57),1900-01-01,9999-09-09,-99999999999999999999,57,NA,NA,NA
CS,INTERVAL,7700,399999610060000,(-N; 60),Do 60 (méně než 60),1900-01-01,9999-09-09,-99999999999999999999,60,NA,NA,NA
CS,INTERVAL,7700,399999610096000,(-N; 96),Do 96 (méně než 96),1900-01-01,9999-09-09,-99999999999999999999,96,NA,NA,NA
CS,INTERVAL,7700,399999620100000,(-N; 100),Do 100 (méně než 100),1900-01-01,9999-09-09,-99999999999999999999,100,NA,NA,NA
CS,INTERVAL,7700,399999620120000,(-N; 120),Do 120 (méně než 120),1900-01-01,9999-09-09,-99999999999999999999,120,NA,NA,NA
CS,INTERVAL,7700,399999620200000,(-N; 200),Do 200 (méně než 200),1900-01-01,9999-09-09,-99999999999999999999,200,NA,NA,NA
CS,INTERVAL,7700,399999620450000,(-N; 450),Do 450 (méně než 450),1900-01-01,9999-09-09,-99999999999999999999,450,NA,NA,NA
CS,INTERVAL,7700,399999620500000,(-N; 500),Do 500 (méně než 500),1900-01-01,9999-09-09,-99999999999999999999,500,NA,NA,NA
CS,INTERVAL,7700,399999631000000,(-N; 1 000),Do 1 000 (méně než 1 000),1900-01-01,9999-09-09,-99999999999999999999,1000,NA,NA,NA
CS,INTERVAL,7700,399999631961000,(-N; 1 961),Do 1 961 (méně než 1 961),1900-01-01,9999-09-09,-99999999999999999999,1961,NA,NA,NA
CS,INTERVAL,7700,399999631969000,(-N; 1 969),Do 1 969 (méně než 1 969),1900-01-01,9999-09-09,-99999999999999999999,1969,NA,NA,NA
CS,INTERVAL,7700,399999632000000,(-N; 2 000),Do 2 000 (méně než 2 000),1900-01-01,9999-09-09,-99999999999999999999,2000,NA,NA,NA
CS,INTERVAL,7700,399999632500000,(-N; 2 500),Do 2 500 (méně než 2 500),1900-01-01,9999-09-09,-99999999999999999999,2500,NA,NA,NA
CS,INTERVAL,7700,399999633000000,(-N; 3 000),Do 3 000 (méně než 3 000),1900-01-01,9999-09-09,-99999999999999999999,3000,NA,NA,NA
CS,INTERVAL,7700,399999641000000,(-N; 10 000),Do 10 000 (méně než 10 000),1900-01-01,9999-09-09,-99999999999999999999,10000,NA,NA,NA
CS,INTERVAL,7700,399999799999000,(-N; N),-N až N (více než -N a méně než N),1900-01-01,9999-09-09,-99999999999999999999,99999999999999999999,NA,NA,NA
CS,INTERVAL,7700,400000400000000,<0; 0>,0,1900-01-01,9999-09-09,NA,NA,0,0,NA
CS,INTERVAL,7700,400000400000105,"<0,5; 0,5>","0,5",1900-01-01,9999-09-09,NA,NA,.5,.5,NA
CS,INTERVAL,7700,400000400001000,<0; 1>,0 až 1 (více nebo rovno 0 a méně nebo rovno 1),1900-01-01,9999-09-09,NA,NA,0,1,NA
CS,INTERVAL,7700,400000400005000,<0; 5>,0 až 5 (více nebo rovno 0 a méně nebo rovno 5),1900-01-01,9999-09-09,NA,NA,0,5,NA
CS,INTERVAL,7700,400000410010000,<0; 10>,0 až 10 (více nebo rovno 0 a méně nebo rovno 10),1900-01-01,9999-09-09,NA,NA,0,10,NA
CS,INTERVAL,7700,400000410025000,<0; 25>,0 až 25 (více nebo rovno 0 a méně nebo rovno 25),1900-01-01,9999-09-09,NA,NA,0,25,NA
CS,INTERVAL,7700,400000420300000,<0; 300>,0 až 300 (více nebo rovno 0 a méně nebo rovno 300),1900-01-01,9999-09-09,NA,NA,0,300,NA
CS,INTERVAL,7700,400000433000000,<0; 3 000>,0 až 3 000 (více nebo rovno 0 a méně nebo rovno 3 000),1900-01-01,9999-09-09,NA,NA,0,3000,NA
CS,INTERVAL,7700,400000600000103,"<0,0; 0,3)","0,0 až 0,3 (více nebo rovno 0,0 a méně než 0,3)",1900-01-01,9999-09-09,NA,.3,0,NA,NA
CS,INTERVAL,7700,400000600000105,"<0,0; 0,5)","0,0 až 0,5 (více nebo rovno 0,0 a méně než 0,5)",1900-01-01,9999-09-09,NA,.5,0,NA,NA
CS,INTERVAL,7700,400000600000115,"<0,1; 0,5)","0,1 až 0,5 (více nebo rovno 0,1 a méně než 0,5)",1900-01-01,9999-09-09,NA,.5,.1,NA,NA
CS,INTERVAL,7700,400000600000135,"<0,3; 0,5)","0,3 až 0,5 (více nebo rovno 0,3 a méně než 0,5)",1900-01-01,9999-09-09,NA,.5,.3,NA,NA
CS,INTERVAL,7700,400000600001000,<0; 1),0 až 1 (více nebo rovno 0 a méně než 1),1900-01-01,9999-09-09,NA,1,0,NA,A
CS,INTERVAL,7700,400000600001105,"<0,0; 1,5)","0,0 až 1,5 (více nebo rovno 0,0 a méně než 1,5)",1900-01-01,9999-09-09,NA,1.5,0,NA,NA
CS,INTERVAL,7700,400000600001110,"<0,1; 1,0)","0,1 až 1,0 (více nebo rovno 0,1 a méně než 1,0)",1900-01-01,9999-09-09,NA,1,.1,NA,NA
CS,INTERVAL,7700,400000600001150,"<0,5; 1,0)","0,5 až 1,0 (více nebo rovno 0,5 a méně než 1,0)",1900-01-01,9999-09-09,NA,1,.5,NA,NA
CS,INTERVAL,7700,400000600001275,"<0,75; 1,00)","0,75 až 1,00 (více nebo rovno 0,75 a méně než 1,00)",1900-01-01,9999-09-09,NA,1,.75,NA,NA
CS,INTERVAL,7700,400000600002000,<0; 2),0 až 2 (více nebo rovno 0 a méně než 2),1900-01-01,9999-09-09,NA,2,0,NA,NA
CS,INTERVAL,7700,400000600003000,<0; 3),0 až 3 (více nebo rovno 0 a méně než 3),1900-01-01,9999-09-09,NA,3,0,NA,NA
CS,INTERVAL,7700,400000600004000,<0; 4),0 až 4 (více nebo rovno 0 a méně než 4),1900-01-01,9999-09-09,NA,4,0,NA,NA
CS,INTERVAL,7700,400000600005000,<0; 5),0 až 5 (více nebo rovno 0 a méně než 5),1900-01-01,9999-09-09,NA,5,0,NA,NA
CS,INTERVAL,7700,400000600006000,<0; 6),0 až 6 (více nebo rovno 0 a méně než 6),1900-01-01,9999-09-09,NA,6,0,NA,NA
CS,INTERVAL,7700,400000600007000,<0; 7),0 až 7 (více nebo rovno 0 a méně než 7),1900-01-01,9999-09-09,NA,7,0,NA,NA
CS,INTERVAL,7700,400000600008000,<0; 8),0 až 8 (více nebo rovno 0 a méně než 8),1900-01-01,9999-09-09,NA,8,0,NA,NA
CS,INTERVAL,7700,400000610010000,<0; 10),0 až 10 (více nebo rovno 0 a méně než 10),1900-01-01,9999-09-09,NA,10,0,NA,NA
CS,INTERVAL,7700,400000610010110,"<0,1; 10,0)","0,1 až 10,0 (více nebo rovno 0,1 a méně než 10,0)",1900-01-01,9999-09-09,NA,10,.1,NA,NA
CS,INTERVAL,7700,400000610015000,<0; 15),0 až 15 (více nebo rovno 0 a méně než 15),1900-01-01,9999-09-09,NA,15,0,NA,NA
CS,INTERVAL,7700,400000610016000,<0; 16),0 až 16 (více nebo rovno 0 a méně než 16),1900-01-01,9999-09-09,NA,16,0,NA,NA
CS,INTERVAL,7700,400000610017000,<0; 17),0 až 17 (více nebo rovno 0 a méně než 17),1900-01-01,9999-09-09,NA,17,0,NA,NA
CS,INTERVAL,7700,400000610018000,<0; 18),0 až 18 (více nebo rovno 0 a méně než 18),1900-01-01,9999-09-09,NA,18,0,NA,NA
CS,INTERVAL,7700,400000610019000,<0; 19),0 až 19 (více nebo rovno 0 a méně než 19),1900-01-01,9999-09-09,NA,19,0,NA,NA
CS,INTERVAL,7700,400000610020000,<0; 20),0 až 20 (více nebo rovno 0 a méně než 20),1900-01-01,9999-09-09,NA,20,0,NA,NA
CS,INTERVAL,7700,400000610025000,<0; 25),0 až 25 (více nebo rovno 0 a méně než 25),1900-01-01,9999-09-09,NA,25,0,NA,NA
CS,INTERVAL,7700,400000610026000,<0; 26),0 až 26 (více nebo rovno 0 a méně než 26),1900-01-01,9999-09-09,NA,26,0,NA,NA
CS,INTERVAL,7700,400000610050000,<0; 50),0 až 50 (více nebo rovno 0 a méně než 50),1900-01-01,9999-09-09,NA,50,0,NA,NA
CS,INTERVAL,7700,400000620250000,<0; 250),0 až 250 (více nebo rovno 0 a méně než 250),1900-01-01,9999-09-09,NA,250,0,NA,NA
CS,INTERVAL,7700,400000620400000,<0; 400),0 až 400 (více nebo rovno 0 a méně než 400),1900-01-01,9999-09-09,NA,400,0,NA,NA
CS,INTERVAL,7700,400000620600000,<0; 600),0 až 600 (více nebo rovno 0 a méně než 600),1900-01-01,9999-09-09,NA,600,0,NA,NA
CS,INTERVAL,7700,400000633000000,<0; 3 000),0 až 3 000 (více nebo rovno 0 a méně než 3 000),1900-01-01,9999-09-09,NA,3000,0,NA,NA
CS,INTERVAL,7700,400000651000000,<0; 100 000),0 až 100 000 (více nebo rovno 0 a méně než 100 000),1900-01-01,9999-09-09,NA,100000,0,NA,NA
CS,INTERVAL,7700,400001400001000,<1; 1>,1,1900-01-01,9999-09-09,NA,NA,1,1,NA
CS,INTERVAL,7700,400001400001105,"<1,5; 1,5>","1,5",1900-01-01,9999-09-09,NA,NA,1.5,1.5,NA
CS,INTERVAL,7700,400001400004000,<1; 4>,1 až 4 (více nebo rovno 1 a méně nebo rovno 4),1900-01-01,9999-09-09,NA,NA,1,4,NA
CS,INTERVAL,7700,400001400005000,<1; 5>,1 až 5 (více nebo rovno 1 a méně nebo rovno 5),1900-01-01,9999-09-09,NA,NA,1,5,NA
CS,INTERVAL,7700,400001600001105,"<1,0; 1,5)","1,0 až 1,5 (více nebo rovno 1,0 a méně než 1,5)",1900-01-01,9999-09-09,NA,1.5,1,NA,NA
CS,INTERVAL,7700,400001600001225,"<1,00; 1,25)","1,00 až 1,25 (více nebo rovno 1,00 a méně než 1,25)",1900-01-01,9999-09-09,NA,1.25,1,NA,NA
CS,INTERVAL,7700,400001600001250,"<1,25; 1,50)","1,25 až 1,50 (více nebo rovno 1,25 a méně než 1,50)",1900-01-01,9999-09-09,NA,1.5,1.25,NA,NA
CS,INTERVAL,7700,400001600002000,<1; 2),1 až 2 (více nebo rovno 1 a méně než 2),1900-01-01,9999-09-09,NA,2,1,NA,NA
CS,INTERVAL,7700,400001600002150,"<1,5; 2,0)","1,5 až 2,0 (více nebo rovno 1,5 a méně než 2,0)",1900-01-01,9999-09-09,NA,2,1.5,NA,NA
CS,INTERVAL,7700,400001600002251,"<1,51; 2,00)","1,51 až 2,00 (více nebo rovno 1,51 a méně než 2,00)",1900-01-01,9999-09-09,NA,2,1.51,NA,NA
CS,INTERVAL,7700,400001600003000,<1; 3),1 až 3 (více nebo rovno 1 a méně než 3),1900-01-01,9999-09-09,NA,3,1,NA,NA
CS,INTERVAL,7700,400001600004000,<1; 4),1 až 4 (více nebo rovno 1 a méně než 4),1900-01-01,9999-09-09,NA,4,1,NA,NA
CS,INTERVAL,7700,400001600005000,<1; 5),1 až 5 (více nebo rovno 1 a méně než 5),1900-01-01,9999-09-09,NA,5,1,NA,NA
CS,INTERVAL,7700,400001600006000,<1; 6),1 až 6 (více nebo rovno 1 a méně než 6),1900-01-01,9999-09-09,NA,6,1,NA,A
CS,INTERVAL,7700,400001610010000,<1; 10),1 až 10 (více nebo rovno 1 a méně než 10),1900-01-01,9999-09-09,NA,10,1,NA,NA
CS,INTERVAL,7700,400001610015000,<1; 15),1 až 15 (více nebo rovno 1 a méně než 15),1900-01-01,9999-09-09,NA,15,1,NA,NA
CS,INTERVAL,7700,400001610020000,<1; 20),1 až 20 (více nebo rovno 1 a méně než 20),1900-01-01,9999-09-09,NA,20,1,NA,A
CS,INTERVAL,7700,400001610050000,<1; 50),1 až 50 (více nebo rovno 1 a méně než 50),1900-01-01,9999-09-09,NA,50,1,NA,NA
CS,INTERVAL,7700,400001620100000,<1; 100),1 až 100 (více nebo rovno 1 a méně než 100),1900-01-01,9999-09-09,NA,100,1,NA,NA
CS,INTERVAL,7700,400001799999000,<1; N),Od 1 (více nebo rovno 1),1900-01-01,9999-09-09,NA,99999999999999999999,1,NA,NA
CS,INTERVAL,7700,400002400002000,<2; 2>,2,1900-01-01,9999-09-09,NA,NA,2,2,NA
CS,INTERVAL,7700,400002400002105,"<2,5; 2,5>","2,5",1900-01-01,9999-09-09,NA,NA,2.5,2.5,NA
CS,INTERVAL,7700,400002400003000,<2; 3>,2 až 3 (více nebo rovno 2 a méně nebo rovno 3),1900-01-01,9999-09-09,NA,NA,2,3,NA
CS,INTERVAL,7700,400002600002105,"<2,0; 2,5)","2,0 až 2,5 (více nebo rovno 2,0 a méně než 2,5)",1900-01-01,9999-09-09,NA,2.5,2,NA,NA
CS,INTERVAL,7700,400002600003000,<2; 3),2 až 3 (více nebo rovno 2 a méně než 3),1900-01-01,9999-09-09,NA,3,2,NA,NA
CS,INTERVAL,7700,400002600003150,"<2,5; 3,0)","2,5 až 3,0 (více nebo rovno 2,5 a méně než 3,0)",1900-01-01,9999-09-09,NA,3,2.5,NA,NA
CS,INTERVAL,7700,400002600004000,<2; 4),2 až 4 (více nebo rovno 2 a méně než 4),1900-01-01,9999-09-09,NA,4,2,NA,NA
CS,INTERVAL,7700,400002600005000,<2; 5),2 až 5 (více nebo rovno 2 a méně než 5),1900-01-01,9999-09-09,NA,5,2,NA,NA
CS,INTERVAL,7700,400002600008000,<2; 8),2 až 8 (více nebo rovno 2 a méně než 8),1900-01-01,9999-09-09,NA,8,2,NA,NA
CS,INTERVAL,7700,400002610010000,<2; 10),2 až 10 (více nebo rovno 2 a méně než 10),1900-01-01,9999-09-09,NA,10,2,NA,NA
CS,INTERVAL,7700,400002799999000,<2; N),Od 2 (více nebo rovno 2),1900-01-01,9999-09-09,NA,99999999999999999999,2,NA,NA
CS,INTERVAL,7700,400003400003000,<3; 3>,3,1900-01-01,9999-09-09,NA,NA,3,3,NA
CS,INTERVAL,7700,400003400003105,"<3,5; 3,5>","3,5",1900-01-01,9999-09-09,NA,NA,3.5,3.5,NA
CS,INTERVAL,7700,400003600003105,"<3,0; 3,5)","3,0 až 3,5 (více nebo rovno 3,0 a méně než 3,5)",1900-01-01,9999-09-09,NA,3.5,3,NA,NA
CS,INTERVAL,7700,400003600004000,<3; 4),3 až 4 (více nebo rovno 3 a méně než 4),1900-01-01,9999-09-09,NA,4,3,NA,NA
CS,INTERVAL,7700,400003600004150,"<3,5; 4,0)","3,5 až 4,0 (více nebo rovno 3,5 a méně než 4,0)",1900-01-01,9999-09-09,NA,4,3.5,NA,NA
CS,INTERVAL,7700,400003600005000,<3; 5),3 až 5 (více nebo rovno 3 a méně než 5),1900-01-01,9999-09-09,NA,5,3,NA,NA
CS,INTERVAL,7700,400003600006000,<3; 6),3 až 6 (více nebo rovno 3 a méně než 6),1900-01-01,9999-09-09,NA,6,3,NA,NA
CS,INTERVAL,7700,400003799999000,<3; N),Od 3 (více nebo rovno 3),1900-01-01,9999-09-09,NA,99999999999999999999,3,NA,NA
CS,INTERVAL,7700,400004400004000,<4; 4>,4,1900-01-01,9999-09-09,NA,NA,4,4,NA
CS,INTERVAL,7700,400004420310000,<4; 310>,4 až 310 (více nebo rovno 4 a méně nebo rovno 310),1900-01-01,9999-09-09,NA,NA,4,310,NA
CS,INTERVAL,7700,400004600004105,"<4,0; 4,5)","4,0 až 4,5 (více nebo rovno 4,0 a méně než 4,5)",1900-01-01,9999-09-09,NA,4.5,4,NA,NA
CS,INTERVAL,7700,400004600005000,<4; 5),4 až 5 (více nebo rovno 4 a méně než 5),1900-01-01,9999-09-09,NA,5,4,NA,NA
CS,INTERVAL,7700,400004600005150,"<4,5; 5,0)","4,5 až 5,0 (více nebo rovno 4,5 a méně než 5,0)",1900-01-01,9999-09-09,NA,5,4.5,NA,NA
CS,INTERVAL,7700,400004600006000,<4; 6),4 až 6 (více nebo rovno 4 a méně než 6),1900-01-01,9999-09-09,NA,6,4,NA,NA
CS,INTERVAL,7700,400004600007000,<4; 7),4 až 7 (více nebo rovno 4 a méně než 7),1900-01-01,9999-09-09,NA,7,4,NA,NA
CS,INTERVAL,7700,400004600008000,<4; 8),4 až 8 (více nebo rovno 4 a méně než 8),1900-01-01,9999-09-09,NA,8,4,NA,NA
CS,INTERVAL,7700,400004610024000,<4; 24),4 až 24 (více nebo rovno 4 a méně než 24),1900-01-01,9999-09-09,NA,24,4,NA,NA
CS,INTERVAL,7700,400004799999000,<4; N),Od 4 (více nebo rovno 4),1900-01-01,9999-09-09,NA,99999999999999999999,4,NA,NA
CS,INTERVAL,7700,400005400005000,<5; 5>,5,1900-01-01,9999-09-09,NA,NA,5,5,NA
CS,INTERVAL,7700,400005410010000,<5; 10>,5 až 10 (více nebo rovno 5 a méně nebo rovno 10),1900-01-01,9999-09-09,NA,NA,5,10,NA
CS,INTERVAL,7700,400005600006000,<5; 6),5 až 6 (více nebo rovno 5 a méně než 6),1900-01-01,9999-09-09,NA,6,5,NA,NA
CS,INTERVAL,7700,400005600007000,<5; 7),5 až 7 (více nebo rovno 5 a méně než 7),1900-01-01,9999-09-09,NA,7,5,NA,NA
CS,INTERVAL,7700,400005600008000,<5; 8),5 až 8 (více nebo rovno 5 a méně než 8),1900-01-01,9999-09-09,NA,8,5,NA,NA
CS,INTERVAL,7700,400005610010000,<5; 10),5 až 10 (více nebo rovno 5 a méně než 10),1900-01-01,9999-09-09,NA,10,5,NA,NA
CS,INTERVAL,7700,400005610015000,<5; 15),5 až 15 (více nebo rovno 5 a méně než 15),1900-01-01,9999-09-09,NA,15,5,NA,NA
CS,INTERVAL,7700,400005610020000,<5; 20),5 až 20 (více nebo rovno 5 a méně než 20),1900-01-01,9999-09-09,NA,20,5,NA,NA
CS,INTERVAL,7700,400005799999000,<5; N),Od 5 (více nebo rovno 5),1900-01-01,9999-09-09,NA,99999999999999999999,5,NA,NA
CS,INTERVAL,7700,400006400006000,<6; 6>,6,1900-01-01,9999-09-09,NA,NA,6,6,NA
CS,INTERVAL,7700,400006400009000,<6; 9>,6 až 9 (více nebo rovno 6 a méně nebo rovno 9),1900-01-01,9999-09-09,NA,NA,6,9,NA
CS,INTERVAL,7700,400006600007000,<6; 7),6 až 7 (více nebo rovno 6 a méně než 7),1900-01-01,9999-09-09,NA,7,6,NA,NA
CS,INTERVAL,7700,400006600008000,<6; 8),6 až 8 (více nebo rovno 6 a méně než 8),1900-01-01,9999-09-09,NA,8,6,NA,NA
CS,INTERVAL,7700,400006600009000,<6; 9),6 až 9 (více nebo rovno 6 a méně než 9),1900-01-01,9999-09-09,NA,9,6,NA,NA
CS,INTERVAL,7700,400006610010000,<6; 10),6 až 10 (více nebo rovno 6 a méně než 10),1900-01-01,9999-09-09,NA,10,6,NA,A
CS,INTERVAL,7700,400006610011000,<6; 11),6 až 11 (více nebo rovno 6 a méně než 11),1900-01-01,9999-09-09,NA,11,6,NA,NA
CS,INTERVAL,7700,400006610012000,<6; 12),6 až 12 (více nebo rovno 6 a méně než 12),1900-01-01,9999-09-09,NA,12,6,NA,NA
CS,INTERVAL,7700,400006610015000,<6; 15),6 až 15 (více nebo rovno 6 a méně než 15),1900-01-01,9999-09-09,NA,15,6,NA,NA
CS,INTERVAL,7700,400006610020000,<6; 20),6 až 20 (více nebo rovno 6 a méně než 20),1900-01-01,9999-09-09,NA,20,6,NA,A
CS,INTERVAL,7700,400006799999000,<6; N),Od 6 (více nebo rovno 6),1900-01-01,9999-09-09,NA,99999999999999999999,6,NA,NA
