KODJAZ,AKRCIS,KODCIS,CHODNOTA,ZKRTEXT,TEXT,ADMPLOD,ADMNEPO,MIN_TUPY,MAX_TUPY,MIN_OSTRY,MAX_OSTRY,EXPORT_DWH
CS,INTERVAL,7700,420400631600000,<400; 1 600),400 až 1 600 (více nebo rovno 400 a méně než 1 600),1900-01-01,9999-09-09,NA,1600,400,NA,NA
CS,INTERVAL,7700,420401420401000,<401; 401>,401,1900-01-01,9999-09-09,NA,NA,401,401,NA
CS,INTERVAL,7700,420402420402000,<402; 402>,402,1900-01-01,9999-09-09,NA,NA,402,402,NA
CS,INTERVAL,7700,420403420403000,<403; 403>,403,1900-01-01,9999-09-09,NA,NA,403,403,NA
CS,INTERVAL,7700,420404420404000,<404; 404>,404,1900-01-01,9999-09-09,NA,NA,404,404,NA
CS,INTERVAL,7700,420405420405000,<405; 405>,405,1900-01-01,9999-09-09,NA,NA,405,405,NA
CS,INTERVAL,7700,420406420406000,<406; 406>,406,1900-01-01,9999-09-09,NA,NA,406,406,NA
CS,INTERVAL,7700,420407420407000,<407; 407>,407,1900-01-01,9999-09-09,NA,NA,407,407,NA
CS,INTERVAL,7700,420408420408000,<408; 408>,408,1900-01-01,9999-09-09,NA,NA,408,408,NA
CS,INTERVAL,7700,420409420409000,<409; 409>,409,1900-01-01,9999-09-09,NA,NA,409,409,NA
CS,INTERVAL,7700,420410420410000,<410; 410>,410,1900-01-01,9999-09-09,NA,NA,410,410,NA
CS,INTERVAL,7700,420411420411000,<411; 411>,411,1900-01-01,9999-09-09,NA,NA,411,411,NA
CS,INTERVAL,7700,420412420412000,<412; 412>,412,1900-01-01,9999-09-09,NA,NA,412,412,NA
CS,INTERVAL,7700,420413420413000,<413; 413>,413,1900-01-01,9999-09-09,NA,NA,413,413,NA
CS,INTERVAL,7700,420414420414000,<414; 414>,414,1900-01-01,9999-09-09,NA,NA,414,414,NA
CS,INTERVAL,7700,420415420415000,<415; 415>,415,1900-01-01,9999-09-09,NA,NA,415,415,NA
CS,INTERVAL,7700,420416420416000,<416; 416>,416,1900-01-01,9999-09-09,NA,NA,416,416,NA
CS,INTERVAL,7700,420417420417000,<417; 417>,417,1900-01-01,9999-09-09,NA,NA,417,417,NA
CS,INTERVAL,7700,420418420418000,<418; 418>,418,1900-01-01,9999-09-09,NA,NA,418,418,NA
CS,INTERVAL,7700,420419420419000,<419; 419>,419,1900-01-01,9999-09-09,NA,NA,419,419,NA
CS,INTERVAL,7700,420420420420000,<420; 420>,420,1900-01-01,9999-09-09,NA,NA,420,420,NA
CS,INTERVAL,7700,420421420421000,<421; 421>,421,1900-01-01,9999-09-09,NA,NA,421,421,NA
CS,INTERVAL,7700,420422420422000,<422; 422>,422,1900-01-01,9999-09-09,NA,NA,422,422,NA
CS,INTERVAL,7700,420423420423000,<423; 423>,423,1900-01-01,9999-09-09,NA,NA,423,423,NA
CS,INTERVAL,7700,420424420424000,<424; 424>,424,1900-01-01,9999-09-09,NA,NA,424,424,NA
CS,INTERVAL,7700,420425420425000,<425; 425>,425,1900-01-01,9999-09-09,NA,NA,425,425,NA
CS,INTERVAL,7700,420426420426000,<426; 426>,426,1900-01-01,9999-09-09,NA,NA,426,426,NA
CS,INTERVAL,7700,420427420427000,<427; 427>,427,1900-01-01,9999-09-09,NA,NA,427,427,NA
CS,INTERVAL,7700,420428420428000,<428; 428>,428,1900-01-01,9999-09-09,NA,NA,428,428,NA
CS,INTERVAL,7700,420429420429000,<429; 429>,429,1900-01-01,9999-09-09,NA,NA,429,429,NA
CS,INTERVAL,7700,420430420430000,<430; 430>,430,1900-01-01,9999-09-09,NA,NA,430,430,NA
CS,INTERVAL,7700,420431420431000,<431; 431>,431,1900-01-01,9999-09-09,NA,NA,431,431,NA
CS,INTERVAL,7700,420432420432000,<432; 432>,432,1900-01-01,9999-09-09,NA,NA,432,432,NA
CS,INTERVAL,7700,420433420433000,<433; 433>,433,1900-01-01,9999-09-09,NA,NA,433,433,NA
CS,INTERVAL,7700,420434420434000,<434; 434>,434,1900-01-01,9999-09-09,NA,NA,434,434,NA
CS,INTERVAL,7700,420435420435000,<435; 435>,435,1900-01-01,9999-09-09,NA,NA,435,435,NA
CS,INTERVAL,7700,420436420436000,<436; 436>,436,1900-01-01,9999-09-09,NA,NA,436,436,NA
CS,INTERVAL,7700,420437420437000,<437; 437>,437,1900-01-01,9999-09-09,NA,NA,437,437,NA
CS,INTERVAL,7700,420438420438000,<438; 438>,438,1900-01-01,9999-09-09,NA,NA,438,438,NA
CS,INTERVAL,7700,420439420439000,<439; 439>,439,1900-01-01,9999-09-09,NA,NA,439,439,NA
CS,INTERVAL,7700,420440420440000,<440; 440>,440,1900-01-01,9999-09-09,NA,NA,440,440,NA
CS,INTERVAL,7700,420441420441000,<441; 441>,441,1900-01-01,9999-09-09,NA,NA,441,441,NA
CS,INTERVAL,7700,420442420442000,<442; 442>,442,1900-01-01,9999-09-09,NA,NA,442,442,NA
CS,INTERVAL,7700,420443420443000,<443; 443>,443,1900-01-01,9999-09-09,NA,NA,443,443,NA
CS,INTERVAL,7700,420444420444000,<444; 444>,444,1900-01-01,9999-09-09,NA,NA,444,444,NA
CS,INTERVAL,7700,420445420445000,<445; 445>,445,1900-01-01,9999-09-09,NA,NA,445,445,NA
CS,INTERVAL,7700,420446420446000,<446; 446>,446,1900-01-01,9999-09-09,NA,NA,446,446,NA
CS,INTERVAL,7700,420447420447000,<447; 447>,447,1900-01-01,9999-09-09,NA,NA,447,447,NA
CS,INTERVAL,7700,420448420448000,<448; 448>,448,1900-01-01,9999-09-09,NA,NA,448,448,NA
CS,INTERVAL,7700,420449420449000,<449; 449>,449,1900-01-01,9999-09-09,NA,NA,449,449,NA
CS,INTERVAL,7700,420450420450000,<450; 450>,450,1900-01-01,9999-09-09,NA,NA,450,450,NA
CS,INTERVAL,7700,420450620900000,<450; 900),450 až 900 (více nebo rovno 450 a méně než 900),1900-01-01,9999-09-09,NA,900,450,NA,NA
CS,INTERVAL,7700,420451420451000,<451; 451>,451,1900-01-01,9999-09-09,NA,NA,451,451,NA
CS,INTERVAL,7700,420452420452000,<452; 452>,452,1900-01-01,9999-09-09,NA,NA,452,452,NA
CS,INTERVAL,7700,420453420453000,<453; 453>,453,1900-01-01,9999-09-09,NA,NA,453,453,NA
CS,INTERVAL,7700,420454420454000,<454; 454>,454,1900-01-01,9999-09-09,NA,NA,454,454,NA
CS,INTERVAL,7700,420455420455000,<455; 455>,455,1900-01-01,9999-09-09,NA,NA,455,455,NA
CS,INTERVAL,7700,420456420456000,<456; 456>,456,1900-01-01,9999-09-09,NA,NA,456,456,NA
CS,INTERVAL,7700,420457420457000,<457; 457>,457,1900-01-01,9999-09-09,NA,NA,457,457,NA
CS,INTERVAL,7700,420458420458000,<458; 458>,458,1900-01-01,9999-09-09,NA,NA,458,458,NA
CS,INTERVAL,7700,420459420459000,<459; 459>,459,1900-01-01,9999-09-09,NA,NA,459,459,NA
CS,INTERVAL,7700,420460420460000,<460; 460>,460,1900-01-01,9999-09-09,NA,NA,460,460,NA
CS,INTERVAL,7700,420461420461000,<461; 461>,461,1900-01-01,9999-09-09,NA,NA,461,461,NA
CS,INTERVAL,7700,420462420462000,<462; 462>,462,1900-01-01,9999-09-09,NA,NA,462,462,NA
CS,INTERVAL,7700,420463420463000,<463; 463>,463,1900-01-01,9999-09-09,NA,NA,463,463,NA
CS,INTERVAL,7700,420464420464000,<464; 464>,464,1900-01-01,9999-09-09,NA,NA,464,464,NA
CS,INTERVAL,7700,420465420465000,<465; 465>,465,1900-01-01,9999-09-09,NA,NA,465,465,NA
CS,INTERVAL,7700,420466420466000,<466; 466>,466,1900-01-01,9999-09-09,NA,NA,466,466,NA
CS,INTERVAL,7700,420467420467000,<467; 467>,467,1900-01-01,9999-09-09,NA,NA,467,467,NA
CS,INTERVAL,7700,420468420468000,<468; 468>,468,1900-01-01,9999-09-09,NA,NA,468,468,NA
CS,INTERVAL,7700,420469420469000,<469; 469>,469,1900-01-01,9999-09-09,NA,NA,469,469,NA
CS,INTERVAL,7700,420470420470000,<470; 470>,470,1900-01-01,9999-09-09,NA,NA,470,470,NA
CS,INTERVAL,7700,420471420471000,<471; 471>,471,1900-01-01,9999-09-09,NA,NA,471,471,NA
CS,INTERVAL,7700,420472420472000,<472; 472>,472,1900-01-01,9999-09-09,NA,NA,472,472,NA
CS,INTERVAL,7700,420473420473000,<473; 473>,473,1900-01-01,9999-09-09,NA,NA,473,473,NA
CS,INTERVAL,7700,420474420474000,<474; 474>,474,1900-01-01,9999-09-09,NA,NA,474,474,NA
CS,INTERVAL,7700,420475420475000,<475; 475>,475,1900-01-01,9999-09-09,NA,NA,475,475,NA
CS,INTERVAL,7700,420476420476000,<476; 476>,476,1900-01-01,9999-09-09,NA,NA,476,476,NA
CS,INTERVAL,7700,420477420477000,<477; 477>,477,1900-01-01,9999-09-09,NA,NA,477,477,NA
CS,INTERVAL,7700,420478420478000,<478; 478>,478,1900-01-01,9999-09-09,NA,NA,478,478,NA
CS,INTERVAL,7700,420479420479000,<479; 479>,479,1900-01-01,9999-09-09,NA,NA,479,479,NA
CS,INTERVAL,7700,420480420480000,<480; 480>,480,1900-01-01,9999-09-09,NA,NA,480,480,NA
CS,INTERVAL,7700,420481420481000,<481; 481>,481,1900-01-01,9999-09-09,NA,NA,481,481,NA
CS,INTERVAL,7700,420482420482000,<482; 482>,482,1900-01-01,9999-09-09,NA,NA,482,482,NA
CS,INTERVAL,7700,420483420483000,<483; 483>,483,1900-01-01,9999-09-09,NA,NA,483,483,NA
CS,INTERVAL,7700,420484420484000,<484; 484>,484,1900-01-01,9999-09-09,NA,NA,484,484,NA
CS,INTERVAL,7700,420485420485000,<485; 485>,485,1900-01-01,9999-09-09,NA,NA,485,485,NA
CS,INTERVAL,7700,420486420486000,<486; 486>,486,1900-01-01,9999-09-09,NA,NA,486,486,NA
CS,INTERVAL,7700,420487420487000,<487; 487>,487,1900-01-01,9999-09-09,NA,NA,487,487,NA
CS,INTERVAL,7700,420488420488000,<488; 488>,488,1900-01-01,9999-09-09,NA,NA,488,488,NA
CS,INTERVAL,7700,420489420489000,<489; 489>,489,1900-01-01,9999-09-09,NA,NA,489,489,NA
CS,INTERVAL,7700,420490420490000,<490; 490>,490,1900-01-01,9999-09-09,NA,NA,490,490,NA
CS,INTERVAL,7700,420491420491000,<491; 491>,491,1900-01-01,9999-09-09,NA,NA,491,491,NA
CS,INTERVAL,7700,420492420492000,<492; 492>,492,1900-01-01,9999-09-09,NA,NA,492,492,NA
CS,INTERVAL,7700,420493420493000,<493; 493>,493,1900-01-01,9999-09-09,NA,NA,493,493,NA
CS,INTERVAL,7700,420494420494000,<494; 494>,494,1900-01-01,9999-09-09,NA,NA,494,494,NA
CS,INTERVAL,7700,420495420495000,<495; 495>,495,1900-01-01,9999-09-09,NA,NA,495,495,NA
CS,INTERVAL,7700,420496420496000,<496; 496>,496,1900-01-01,9999-09-09,NA,NA,496,496,NA
CS,INTERVAL,7700,420497420497000,<497; 497>,497,1900-01-01,9999-09-09,NA,NA,497,497,NA
CS,INTERVAL,7700,420498420498000,<498; 498>,498,1900-01-01,9999-09-09,NA,NA,498,498,NA
CS,INTERVAL,7700,420499420499000,<499; 499>,499,1900-01-01,9999-09-09,NA,NA,499,499,NA
CS,INTERVAL,7700,420500420500000,<500; 500>,500,1900-01-01,9999-09-09,NA,NA,500,500,NA
CS,INTERVAL,7700,420500431000000,<500; 1 000>,500 až 1 000 (více nebo rovno 500 a méně nebo rovno 1 000),1900-01-01,9999-09-09,NA,NA,500,1000,NA
CS,INTERVAL,7700,420500431999000,<500; 1 999>,500 až 1 999 (více nebo rovno 500 a méně nebo rovno 1 999),1900-01-01,9999-09-09,NA,NA,500,1999,NA
CS,INTERVAL,7700,420500620600000,<500; 600),500 až 600 (více nebo rovno 500 a méně než 600),1900-01-01,9999-09-09,NA,600,500,NA,NA
CS,INTERVAL,7700,420500631000000,<500; 1 000),500 až 1 000 (více nebo rovno 500 a méně než 1 000),1900-01-01,9999-09-09,NA,1000,500,NA,A
CS,INTERVAL,7700,420500799999000,<500; N),Od 500 (více nebo rovno 500),1900-01-01,9999-09-09,NA,99999999999999999999,500,NA,NA
CS,INTERVAL,7700,420501420501000,<501; 501>,501,1900-01-01,9999-09-09,NA,NA,501,501,NA
CS,INTERVAL,7700,420501431000000,<501; 1 000>,501 až 1 000 (více nebo rovno 501 a méně nebo rovno 1 000),1900-01-01,9999-09-09,NA,NA,501,1000,NA
CS,INTERVAL,7700,420502420502000,<502; 502>,502,1900-01-01,9999-09-09,NA,NA,502,502,NA
CS,INTERVAL,7700,420503420503000,<503; 503>,503,1900-01-01,9999-09-09,NA,NA,503,503,NA
CS,INTERVAL,7700,420504420504000,<504; 504>,504,1900-01-01,9999-09-09,NA,NA,504,504,NA
CS,INTERVAL,7700,420505420505000,<505; 505>,505,1900-01-01,9999-09-09,NA,NA,505,505,NA
CS,INTERVAL,7700,420506420506000,<506; 506>,506,1900-01-01,9999-09-09,NA,NA,506,506,NA
CS,INTERVAL,7700,420507420507000,<507; 507>,507,1900-01-01,9999-09-09,NA,NA,507,507,NA
CS,INTERVAL,7700,420508420508000,<508; 508>,508,1900-01-01,9999-09-09,NA,NA,508,508,NA
CS,INTERVAL,7700,420509420509000,<509; 509>,509,1900-01-01,9999-09-09,NA,NA,509,509,NA
CS,INTERVAL,7700,420510420510000,<510; 510>,510,1900-01-01,9999-09-09,NA,NA,510,510,NA
CS,INTERVAL,7700,420511420511000,<511; 511>,511,1900-01-01,9999-09-09,NA,NA,511,511,NA
CS,INTERVAL,7700,420512420512000,<512; 512>,512,1900-01-01,9999-09-09,NA,NA,512,512,NA
CS,INTERVAL,7700,420513420513000,<513; 513>,513,1900-01-01,9999-09-09,NA,NA,513,513,NA
CS,INTERVAL,7700,420514420514000,<514; 514>,514,1900-01-01,9999-09-09,NA,NA,514,514,NA
CS,INTERVAL,7700,420515420515000,<515; 515>,515,1900-01-01,9999-09-09,NA,NA,515,515,NA
CS,INTERVAL,7700,420516420516000,<516; 516>,516,1900-01-01,9999-09-09,NA,NA,516,516,NA
CS,INTERVAL,7700,420517420517000,<517; 517>,517,1900-01-01,9999-09-09,NA,NA,517,517,NA
CS,INTERVAL,7700,420518420518000,<518; 518>,518,1900-01-01,9999-09-09,NA,NA,518,518,NA
CS,INTERVAL,7700,420519420519000,<519; 519>,519,1900-01-01,9999-09-09,NA,NA,519,519,NA
CS,INTERVAL,7700,420520420520000,<520; 520>,520,1900-01-01,9999-09-09,NA,NA,520,520,NA
CS,INTERVAL,7700,420521420521000,<521; 521>,521,1900-01-01,9999-09-09,NA,NA,521,521,NA
CS,INTERVAL,7700,420522420522000,<522; 522>,522,1900-01-01,9999-09-09,NA,NA,522,522,NA
CS,INTERVAL,7700,420523420523000,<523; 523>,523,1900-01-01,9999-09-09,NA,NA,523,523,NA
CS,INTERVAL,7700,420524420524000,<524; 524>,524,1900-01-01,9999-09-09,NA,NA,524,524,NA
CS,INTERVAL,7700,420525420525000,<525; 525>,525,1900-01-01,9999-09-09,NA,NA,525,525,NA
CS,INTERVAL,7700,420526420526000,<526; 526>,526,1900-01-01,9999-09-09,NA,NA,526,526,NA
CS,INTERVAL,7700,420527420527000,<527; 527>,527,1900-01-01,9999-09-09,NA,NA,527,527,NA
CS,INTERVAL,7700,420528420528000,<528; 528>,528,1900-01-01,9999-09-09,NA,NA,528,528,NA
CS,INTERVAL,7700,420529420529000,<529; 529>,529,1900-01-01,9999-09-09,NA,NA,529,529,NA
CS,INTERVAL,7700,420530420530000,<530; 530>,530,1900-01-01,9999-09-09,NA,NA,530,530,NA
CS,INTERVAL,7700,420531420531000,<531; 531>,531,1900-01-01,9999-09-09,NA,NA,531,531,NA
CS,INTERVAL,7700,420532420532000,<532; 532>,532,1900-01-01,9999-09-09,NA,NA,532,532,NA
CS,INTERVAL,7700,420533420533000,<533; 533>,533,1900-01-01,9999-09-09,NA,NA,533,533,NA
CS,INTERVAL,7700,420534420534000,<534; 534>,534,1900-01-01,9999-09-09,NA,NA,534,534,NA
CS,INTERVAL,7700,420535420535000,<535; 535>,535,1900-01-01,9999-09-09,NA,NA,535,535,NA
CS,INTERVAL,7700,420536420536000,<536; 536>,536,1900-01-01,9999-09-09,NA,NA,536,536,NA
CS,INTERVAL,7700,420537420537000,<537; 537>,537,1900-01-01,9999-09-09,NA,NA,537,537,NA
CS,INTERVAL,7700,420538420538000,<538; 538>,538,1900-01-01,9999-09-09,NA,NA,538,538,NA
CS,INTERVAL,7700,420539420539000,<539; 539>,539,1900-01-01,9999-09-09,NA,NA,539,539,NA
CS,INTERVAL,7700,420540420540000,<540; 540>,540,1900-01-01,9999-09-09,NA,NA,540,540,NA
CS,INTERVAL,7700,420541420541000,<541; 541>,541,1900-01-01,9999-09-09,NA,NA,541,541,NA
CS,INTERVAL,7700,420542420542000,<542; 542>,542,1900-01-01,9999-09-09,NA,NA,542,542,NA
CS,INTERVAL,7700,420543420543000,<543; 543>,543,1900-01-01,9999-09-09,NA,NA,543,543,NA
CS,INTERVAL,7700,420544420544000,<544; 544>,544,1900-01-01,9999-09-09,NA,NA,544,544,NA
CS,INTERVAL,7700,420545420545000,<545; 545>,545,1900-01-01,9999-09-09,NA,NA,545,545,NA
CS,INTERVAL,7700,420546420546000,<546; 546>,546,1900-01-01,9999-09-09,NA,NA,546,546,NA
CS,INTERVAL,7700,420547420547000,<547; 547>,547,1900-01-01,9999-09-09,NA,NA,547,547,NA
CS,INTERVAL,7700,420548420548000,<548; 548>,548,1900-01-01,9999-09-09,NA,NA,548,548,NA
CS,INTERVAL,7700,420549420549000,<549; 549>,549,1900-01-01,9999-09-09,NA,NA,549,549,NA
CS,INTERVAL,7700,420550420550000,<550; 550>,550,1900-01-01,9999-09-09,NA,NA,550,550,NA
CS,INTERVAL,7700,420551420551000,<551; 551>,551,1900-01-01,9999-09-09,NA,NA,551,551,NA
CS,INTERVAL,7700,420552420552000,<552; 552>,552,1900-01-01,9999-09-09,NA,NA,552,552,NA
CS,INTERVAL,7700,420553420553000,<553; 553>,553,1900-01-01,9999-09-09,NA,NA,553,553,NA
CS,INTERVAL,7700,420554420554000,<554; 554>,554,1900-01-01,9999-09-09,NA,NA,554,554,NA
CS,INTERVAL,7700,420555420555000,<555; 555>,555,1900-01-01,9999-09-09,NA,NA,555,555,NA
CS,INTERVAL,7700,420556420556000,<556; 556>,556,1900-01-01,9999-09-09,NA,NA,556,556,NA
CS,INTERVAL,7700,420557420557000,<557; 557>,557,1900-01-01,9999-09-09,NA,NA,557,557,NA
CS,INTERVAL,7700,420558420558000,<558; 558>,558,1900-01-01,9999-09-09,NA,NA,558,558,NA
CS,INTERVAL,7700,420559420559000,<559; 559>,559,1900-01-01,9999-09-09,NA,NA,559,559,NA
CS,INTERVAL,7700,420560420560000,<560; 560>,560,1900-01-01,9999-09-09,NA,NA,560,560,NA
CS,INTERVAL,7700,420561420561000,<561; 561>,561,1900-01-01,9999-09-09,NA,NA,561,561,NA
CS,INTERVAL,7700,420562420562000,<562; 562>,562,1900-01-01,9999-09-09,NA,NA,562,562,NA
CS,INTERVAL,7700,420563420563000,<563; 563>,563,1900-01-01,9999-09-09,NA,NA,563,563,NA
CS,INTERVAL,7700,420564420564000,<564; 564>,564,1900-01-01,9999-09-09,NA,NA,564,564,NA
CS,INTERVAL,7700,420565420565000,<565; 565>,565,1900-01-01,9999-09-09,NA,NA,565,565,NA
CS,INTERVAL,7700,420566420566000,<566; 566>,566,1900-01-01,9999-09-09,NA,NA,566,566,NA
CS,INTERVAL,7700,420567420567000,<567; 567>,567,1900-01-01,9999-09-09,NA,NA,567,567,NA
CS,INTERVAL,7700,420568420568000,<568; 568>,568,1900-01-01,9999-09-09,NA,NA,568,568,NA
CS,INTERVAL,7700,420569420569000,<569; 569>,569,1900-01-01,9999-09-09,NA,NA,569,569,NA
CS,INTERVAL,7700,420570420570000,<570; 570>,570,1900-01-01,9999-09-09,NA,NA,570,570,NA
CS,INTERVAL,7700,420571420571000,<571; 571>,571,1900-01-01,9999-09-09,NA,NA,571,571,NA
CS,INTERVAL,7700,420572420572000,<572; 572>,572,1900-01-01,9999-09-09,NA,NA,572,572,NA
CS,INTERVAL,7700,420573420573000,<573; 573>,573,1900-01-01,9999-09-09,NA,NA,573,573,NA
CS,INTERVAL,7700,420574420574000,<574; 574>,574,1900-01-01,9999-09-09,NA,NA,574,574,NA
CS,INTERVAL,7700,420575420575000,<575; 575>,575,1900-01-01,9999-09-09,NA,NA,575,575,NA
CS,INTERVAL,7700,420576420576000,<576; 576>,576,1900-01-01,9999-09-09,NA,NA,576,576,NA
CS,INTERVAL,7700,420577420577000,<577; 577>,577,1900-01-01,9999-09-09,NA,NA,577,577,NA
CS,INTERVAL,7700,420578420578000,<578; 578>,578,1900-01-01,9999-09-09,NA,NA,578,578,NA
CS,INTERVAL,7700,420579420579000,<579; 579>,579,1900-01-01,9999-09-09,NA,NA,579,579,NA
CS,INTERVAL,7700,420580420580000,<580; 580>,580,1900-01-01,9999-09-09,NA,NA,580,580,NA
CS,INTERVAL,7700,420581420581000,<581; 581>,581,1900-01-01,9999-09-09,NA,NA,581,581,NA
CS,INTERVAL,7700,420582420582000,<582; 582>,582,1900-01-01,9999-09-09,NA,NA,582,582,NA
CS,INTERVAL,7700,420583420583000,<583; 583>,583,1900-01-01,9999-09-09,NA,NA,583,583,NA
CS,INTERVAL,7700,420584420584000,<584; 584>,584,1900-01-01,9999-09-09,NA,NA,584,584,NA
CS,INTERVAL,7700,420585420585000,<585; 585>,585,1900-01-01,9999-09-09,NA,NA,585,585,NA
CS,INTERVAL,7700,420586420586000,<586; 586>,586,1900-01-01,9999-09-09,NA,NA,586,586,NA
CS,INTERVAL,7700,420587420587000,<587; 587>,587,1900-01-01,9999-09-09,NA,NA,587,587,NA
CS,INTERVAL,7700,420588420588000,<588; 588>,588,1900-01-01,9999-09-09,NA,NA,588,588,NA
CS,INTERVAL,7700,420589420589000,<589; 589>,589,1900-01-01,9999-09-09,NA,NA,589,589,NA
CS,INTERVAL,7700,420590420590000,<590; 590>,590,1900-01-01,9999-09-09,NA,NA,590,590,NA
CS,INTERVAL,7700,420591420591000,<591; 591>,591,1900-01-01,9999-09-09,NA,NA,591,591,NA
CS,INTERVAL,7700,420592420592000,<592; 592>,592,1900-01-01,9999-09-09,NA,NA,592,592,NA
CS,INTERVAL,7700,420593420593000,<593; 593>,593,1900-01-01,9999-09-09,NA,NA,593,593,NA
CS,INTERVAL,7700,420594420594000,<594; 594>,594,1900-01-01,9999-09-09,NA,NA,594,594,NA
CS,INTERVAL,7700,420595420595000,<595; 595>,595,1900-01-01,9999-09-09,NA,NA,595,595,NA
CS,INTERVAL,7700,420596420596000,<596; 596>,596,1900-01-01,9999-09-09,NA,NA,596,596,NA
CS,INTERVAL,7700,420597420597000,<597; 597>,597,1900-01-01,9999-09-09,NA,NA,597,597,NA
CS,INTERVAL,7700,420598420598000,<598; 598>,598,1900-01-01,9999-09-09,NA,NA,598,598,NA
CS,INTERVAL,7700,420599420599000,<599; 599>,599,1900-01-01,9999-09-09,NA,NA,599,599,NA
CS,INTERVAL,7700,420600420600000,<600; 600>,600,1900-01-01,9999-09-09,NA,NA,600,600,NA
CS,INTERVAL,7700,420600620700000,<600; 700),600 až 700 (více nebo rovno 600 a méně než 700),1900-01-01,9999-09-09,NA,700,600,NA,NA
CS,INTERVAL,7700,420600631000000,<600; 1 000),600 až 1 000 (více nebo rovno 600 a méně než 1 000),1900-01-01,9999-09-09,NA,1000,600,NA,NA
CS,INTERVAL,7700,420600631200000,<600; 1 200),600 až 1 200 (více nebo rovno 600 a méně než 1 200),1900-01-01,9999-09-09,NA,1200,600,NA,NA
CS,INTERVAL,7700,420601420601000,<601; 601>,601,1900-01-01,9999-09-09,NA,NA,601,601,NA
CS,INTERVAL,7700,420602420602000,<602; 602>,602,1900-01-01,9999-09-09,NA,NA,602,602,NA
CS,INTERVAL,7700,420603420603000,<603; 603>,603,1900-01-01,9999-09-09,NA,NA,603,603,NA
CS,INTERVAL,7700,420604420604000,<604; 604>,604,1900-01-01,9999-09-09,NA,NA,604,604,NA
CS,INTERVAL,7700,420605420605000,<605; 605>,605,1900-01-01,9999-09-09,NA,NA,605,605,NA
CS,INTERVAL,7700,420606420606000,<606; 606>,606,1900-01-01,9999-09-09,NA,NA,606,606,NA
CS,INTERVAL,7700,420607420607000,<607; 607>,607,1900-01-01,9999-09-09,NA,NA,607,607,NA
CS,INTERVAL,7700,420608420608000,<608; 608>,608,1900-01-01,9999-09-09,NA,NA,608,608,NA
CS,INTERVAL,7700,420609420609000,<609; 609>,609,1900-01-01,9999-09-09,NA,NA,609,609,NA
CS,INTERVAL,7700,420610420610000,<610; 610>,610,1900-01-01,9999-09-09,NA,NA,610,610,NA
CS,INTERVAL,7700,420611420611000,<611; 611>,611,1900-01-01,9999-09-09,NA,NA,611,611,NA
CS,INTERVAL,7700,420612420612000,<612; 612>,612,1900-01-01,9999-09-09,NA,NA,612,612,NA
CS,INTERVAL,7700,420613420613000,<613; 613>,613,1900-01-01,9999-09-09,NA,NA,613,613,NA
CS,INTERVAL,7700,420614420614000,<614; 614>,614,1900-01-01,9999-09-09,NA,NA,614,614,NA
CS,INTERVAL,7700,420615420615000,<615; 615>,615,1900-01-01,9999-09-09,NA,NA,615,615,NA
CS,INTERVAL,7700,420616420616000,<616; 616>,616,1900-01-01,9999-09-09,NA,NA,616,616,NA
CS,INTERVAL,7700,420617420617000,<617; 617>,617,1900-01-01,9999-09-09,NA,NA,617,617,NA
CS,INTERVAL,7700,420618420618000,<618; 618>,618,1900-01-01,9999-09-09,NA,NA,618,618,NA
CS,INTERVAL,7700,420619420619000,<619; 619>,619,1900-01-01,9999-09-09,NA,NA,619,619,NA
CS,INTERVAL,7700,420620420620000,<620; 620>,620,1900-01-01,9999-09-09,NA,NA,620,620,NA
CS,INTERVAL,7700,420621420621000,<621; 621>,621,1900-01-01,9999-09-09,NA,NA,621,621,NA
CS,INTERVAL,7700,420622420622000,<622; 622>,622,1900-01-01,9999-09-09,NA,NA,622,622,NA
CS,INTERVAL,7700,420623420623000,<623; 623>,623,1900-01-01,9999-09-09,NA,NA,623,623,NA
CS,INTERVAL,7700,420624420624000,<624; 624>,624,1900-01-01,9999-09-09,NA,NA,624,624,NA
CS,INTERVAL,7700,420625420625000,<625; 625>,625,1900-01-01,9999-09-09,NA,NA,625,625,NA
CS,INTERVAL,7700,420626420626000,<626; 626>,626,1900-01-01,9999-09-09,NA,NA,626,626,NA
CS,INTERVAL,7700,420627420627000,<627; 627>,627,1900-01-01,9999-09-09,NA,NA,627,627,NA
CS,INTERVAL,7700,420628420628000,<628; 628>,628,1900-01-01,9999-09-09,NA,NA,628,628,NA
CS,INTERVAL,7700,420629420629000,<629; 629>,629,1900-01-01,9999-09-09,NA,NA,629,629,NA
CS,INTERVAL,7700,420630420630000,<630; 630>,630,1900-01-01,9999-09-09,NA,NA,630,630,NA
CS,INTERVAL,7700,420631420631000,<631; 631>,631,1900-01-01,9999-09-09,NA,NA,631,631,NA
CS,INTERVAL,7700,420632420632000,<632; 632>,632,1900-01-01,9999-09-09,NA,NA,632,632,NA
CS,INTERVAL,7700,420633420633000,<633; 633>,633,1900-01-01,9999-09-09,NA,NA,633,633,NA
CS,INTERVAL,7700,420634420634000,<634; 634>,634,1900-01-01,9999-09-09,NA,NA,634,634,NA
CS,INTERVAL,7700,420635420635000,<635; 635>,635,1900-01-01,9999-09-09,NA,NA,635,635,NA
CS,INTERVAL,7700,420636420636000,<636; 636>,636,1900-01-01,9999-09-09,NA,NA,636,636,NA
